,Raft,Nutrients,Mixing,Spores,Bag,Day,NDay,UA,UJ,UM,MA,MJ,MM,Chaob,UninfEggRatio,InfEggRatio,EdChl,TotChl,TP,TN,SizeUninf,SESizeUninf,SizeInf,SESizeInf,C,N,P,CN,CP,NP,Light,SRP,ad320,InfDensity,UninfDensity,TotalDensity,PropJuv,PrevTotal,PrevAdult,InfCount,UninfCount,AdultCount,TotalCount,Trt,LogTotDens,LogUninfDens,LogInfDens,LogTotChl,LogEdChl,InedChl,LogInedChl,PropInedChl,LogTP,LogTN,LogC,LogN,LogP
205,2,High,No,Spores,13,19,7,820,1099,1,107,17,0,1,1.212765957,0.272727273,2.69,4.17,22.39381728,885.1575,1.312,0.019367785,1.34,0.031411251,NA,NA,NA,NA,NA,NA,NA,NA,NA,9342.11263592664,144652.0666208,153994.179256726,0.545988258317025,0.060665362035225,0.115426105717368,124,1920,927,2044,High No Spores,11.9446700836472,11.8820865973454,9.14228769792864,1.42791603581071,0.989541193613748,1.48,0.392042087776024,0.354916067146283,3.10878490647633,6.78576559527554,NA,NA,NA
207,2,High,Mix,No,15,19,7,462,1235,0,0,0,0,1,1.083798883,NA,9.74,26.73,23.12473567,920.8797,1.32,0.032110919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,127851.331799738,127851.331799738,0.72775486152033,0,0,0,1697,462,1697,High Mix No,11.7586233975578,11.7586233975578,4.3220061323236,3.28578653015083,2.27624111765444,16.99,2.83262493568384,0.635615413393191,3.14090285284667,6.82532940883141,NA,NA,NA
208,2,Low,Mix,Spores,16,19,7,167,531,0,35,6,0,0,1.35483871,0.470588235,5.29,13.4,17.60630187,647.0095,1.36,0.03197221,1.308,0.032413989,NA,NA,NA,NA,NA,NA,NA,NA,NA,3088.92433929832,52587.0533861032,55675.9777254015,0.726657645466847,0.0554803788903924,0.173267326732673,41,698,202,739,Low Mix Spores,10.9273040532718,10.870225235086,8.03557819902791,2.59525470695687,1.66581824587021,8.11,2.09309786812732,0.605223880597015,2.86825689875109,6.47236097754612,NA,NA,NA
209,3,Low,No,No,17,19,7,509,221,1,0,0,0,0,1.283018868,NA,23.9,75.04,34.27124102,754.1761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,55073.2607811482,55073.2607811482,0.302325581395349,0,0,0,731,509,731,Low No No,10.9164195920734,10.9164195920734,4.3220061323236,4.31802130469797,3.17387845893747,51.14,3.93456696986304,0.681503198294243,3.53430654824514,6.62562589511504,NA,NA,NA
210,3,High,No,Spores,18,19,7,513,994,0,86,9,0,0,1.113636364,0.222222222,2.44,4.5,27.93052404,908.9723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7157.26371300831,113536.804373721,120694.06808673,0.626092384519351,0.0593008739076155,0.143572621035058,95,1507,599,1602,High No Spores,11.7010142599519,11.6398823309501,8.87588302392414,1.50407739677627,0.89199803930511,2.06,0.72270598280149,0.457777777777778,3.32972014240191,6.81231462066586,NA,NA,NA
211,3,Low,Mix,No,19,19,7,1405,1528,0,0,0,0,6,0.857142857,NA,7.87,22.3,13.12942677,688.6854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,220971.099686878,220971.099686878,0.520968291851347,0,0,0,2933,1405,2933,Low Mix No,12.3057872013011,12.3057872013011,4.3220061323236,3.10458667846607,2.06305806242931,14.43,2.66930937278578,0.647085201793722,2.57485602932663,6.53478456296483,NA,NA,NA
214,3,High,No,No,22,19,7,573,883,0,0,0,0,1,0.777777778,NA,3.03,4.18,16.67461487,915.3172156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,109694.483854106,109694.483854106,0.606456043956044,0,0,0,1456,573,1456,High No No,11.6054543610802,11.6054543610802,4.3220061323236,1.43031124653666,1.10856261952128,1.15,0.139761942375159,0.27511961722488,2.81388749528309,6.81927068891045,NA,NA,NA
215,3,Low,Mix,Spores,23,19,7,463,1419,0,122,6,0,0,1.711009174,0.354166667,7.06,19.85,33.73038536,742.2687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9643.4711080533,141789.161135596,151432.63224365,0.708955223880597,0.063681592039801,0.208547008547009,128,1882,585,2010,Low Mix Spores,11.9278961333767,11.8620964524689,9.17403639624322,2.9882040071332,1.95444505150515,12.79,2.54866361559075,0.644332493702771,3.51839907385265,6.60971130699442,NA,NA,NA
216,3,High,Mix,No,24,19,7,521,439,5,0,0,0,0,0.78125,NA,10.99,45.72,71.54339144,968.5093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,72702.7314005581,72702.7314005581,0.454922279792746,0,0,0,965,521,965,High Mix No,11.1941342336626,11.1941342336626,4.3220061323236,3.82253583892661,2.39698576841553,34.73,3.54760386675598,0.759623797025372,4.27030413891355,6.87575808527901,NA,NA,NA
217,4,Low,No,Spores,25,19,7,372,965,0,63,4,0,0,1.328431373,0.292682927,1.17,3.25,20.9929908,629.1484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5047.75440812165,100729.069308338,105776.82371646,0.69017094017094,0.0477207977207977,0.144827586206897,67,1337,435,1404,Low No Spores,11.5690867169094,11.5201897094255,8.52669875171457,1.17865499634165,0.157003748809665,2.08,0.732367893713227,0.64,3.04418861058077,6.44436715892102,NA,NA,NA
218,4,High,No,No,26,19,7,785,924,0,0,0,0,0,0.580645161,NA,1.62,3.03,17.78142551,897.0649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,128755.407216118,128755.407216118,0.540667056758338,0,0,0,1709,785,1709,High No No,11.7656698154392,11.7656698154392,4.3220061323236,1.10856261952128,0.482426149244293,1.41,0.343589704390077,0.465346534653465,2.87815440178756,6.79912821172689,NA,NA,NA
219,4,Low,Mix,No,27,19,7,249,594,0,0,0,0,0,1.28125,NA,3.03,4.9,13.33603852,712.5002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,63511.2980006948,63511.2980006948,0.704626334519573,0,0,0,843,249,843,Low Mix No,11.0589730903255,11.0589730903255,4.3220061323236,1.58923520511658,1.10856261952128,1.87,0.625938430866496,0.381632653061225,2.59047003386664,6.56878019284452,NA,NA,NA
220,4,High,Mix,Spores,28,19,7,231,1305,0,49,1,0,0,1.354330709,0.342857143,7.18,16.95,28.68623196,926.8334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766.98090158332,115721.65329664,119488.634198223,0.823455233291299,0.0315258511979823,0.175,50,1536,280,1586,High Mix Spores,11.6909765345184,11.6589430460312,8.23402913775175,2.83026783382646,1.97129938306013,9.77,2.27931646605469,0.576401179941003,3.35641728501377,6.83177382988902,NA,NA,NA
221,4,Low,No,No,29,19,7,519,625,1,0,0,0,0,0.638297872,NA,4.06,8.18,8.582196102,724.4076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,86263.8626462581,86263.8626462581,0.54585152838428,0,0,0,1145,519,1145,Low No No,11.3651660483119,11.3651660483119,4.3220061323236,2.10169215061466,1.40118297361364,4.12,1.41585316336144,0.503667481662592,2.14968983669279,6.58535421739542,NA,NA,NA
222,4,Low,Mix,Spores,30,19,7,292,938,0,72,3,0,0,1.293233083,0.567567568,3.09,7.98,14.96903782,682.7317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5650.47135237498,92667.7301789497,98318.2015313247,0.721072796934866,0.0574712643678161,0.197802197802198,75,1230,364,1305,Low Mix Spores,11.4959644520804,11.4367755806901,8.63949424585991,2.07693841146172,1.12817109090965,4.89,1.58719230348678,0.612781954887218,2.70598392248479,6.52610195662587,NA,NA,NA
223,4,High,No,Spores,31,19,7,202,998,0,50,0,0,0,1.533333333,0.641025641,12.89,29.15,41.6595042,1001.339827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766.98090158332,90407.5416379997,94174.522539583,0.7984,0.04,0.198412698412698,50,1200,252,1250,High No Spores,11.4529049626199,11.4120829680997,8.23402913775175,3.3724549127965,2.5564518169511,16.26,2.78870810411966,0.557804459691252,3.72952953465783,6.90909420921486,NA,NA,NA
224,4,High,Mix,No,32,19,7,313,566,0,0,0,0,1,1.205128205,NA,5.39,13.45,30.70026444,938.7408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,66223.5242498348,66223.5242498348,0.64391353811149,0,0,0,879,313,879,High Mix No,11.1007910300088,11.1007910300088,4.3220061323236,2.59897910604785,1.68454538492091,8.06,2.08691355651854,0.599256505576208,3.42427126823684,6.84453940276401,NA,NA,NA
225,1,Low,Mix,Spores,1,22,8,435,1038,1,10,1,0,0,0.864341085,2,1.48,3.96,14.31106486,690.9848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828.735798348331,111050.596978676,111879.332777025,0.6996632996633,0.00740740740740741,0.0224719101123595,11,1474,445,1485,Low Mix Spores,11.6251761835604,11.6177412050729,6.71990140512197,1.37624402526639,0.392042087776024,2.48,0.908258560176891,0.626262626262626,2.66103300449651,6.53811782642009,NA,NA,NA
226,1,High,Mix,No,2,22,8,298,613,0,0,0,0,0,0.2,NA,6.05,14.57,34.58126162,1095.5308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,68634.3920268481,68634.3920268481,0.672886937431394,0,0,0,911,298,911,High Mix No,11.1365490295836,11.1365490295836,4.3220061323236,2.67896462020711,1.80005827204275,8.52,2.14241634084122,0.584763212079616,3.54331196368447,6.99899427365628,NA,NA,NA
228,1,High,No,No,4,22,8,268,591,0,0,0,0,0,0.225806452,NA,1.74,2.93,24.62522858,1057.8556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,64716.7318892015,64716.7318892015,0.688009313154831,0,0,0,859,268,859,High No No,11.0777750543079,11.0777750543079,4.3220061323236,1.07500242302898,0.553885113226438,1.19,0.173953307123438,0.406143344709898,3.20377146945162,6.96399911917152,NA,NA,NA
229,1,Low,Mix,No,5,22,8,805,1100,0,0,0,0,1,0.6,NA,1.67,2.84,9.368861409,690.9848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,143521.972350325,143521.972350325,0.57742782152231,0,0,0,1905,805,1905,Low Mix No,11.8742434198844,11.8742434198844,4.3220061323236,1.04380405217311,0.512823626428664,1.17,0.157003748809665,0.411971830985915,2.23739157435244,6.53811782642009,NA,NA,NA
230,1,High,Mix,Spores,6,22,8,777,2961,0,28,3,0,1,0.477941176,0.076923077,2.21,3.55,20.11278195,933.4008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2335.52815898166,281619.492202369,283955.020361351,0.786415494826214,0.00822499336694083,0.0347826086956522,31,3738,805,3769,High Mix Spores,12.5565711255907,12.5483121203391,7.75599333680875,1.26694760348732,0.792992515529661,1.34,0.29266961396282,0.377464788732394,3.00135553086536,6.83883469059699,NA,NA,NA
231,1,Low,No,No,7,22,8,421,407,0,0,0,0,0,0.771428571,NA,2.22,4.28,9.082356861,751.5888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,62381.2037302198,62381.2037302198,0.491545893719807,0,0,0,828,421,828,Low No No,11.0410192867089,11.0410192867089,4.3220061323236,1.45395300959371,0.797507195884188,2.06,0.72270598280149,0.481308411214953,2.20633372512115,6.62218936588491,NA,NA,NA
232,1,High,No,Spores,8,22,8,240,568,0,18,3,0,0,0.3,0,3.1,4.51,20.23812769,963.7028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1582.13197866499,60874.4113695865,62456.5433482515,0.688781664656212,0.0253317249698432,0.0697674418604651,21,808,258,829,High No Spores,11.0422262874589,11.0165681908447,7.36652857004702,1.50629715351459,1.1314021114911,1.41,0.343589704390077,0.312638580931264,3.00756833470559,6.87078294832153,NA,NA,NA
234,2,Low,No,Spores,10,22,8,1,14,0,0,0,0,0,2,NA,8.6,30.12,21.29461321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,1130.094270475,1130.094270475,0.933333333333333,0,0,0,15,1,15,Low No Spores,7.03005633342581,7.03005633342581,4.3220061323236,3.40518940293169,2.15176220325946,21.52,3.06898273529358,0.714475431606906,3.05845413979158,NA,NA,NA,NA
235,2,High,Mix,Spores,11,22,8,945,2679,1,8,2,0,1,1.041666667,0.375,4.16,12.66,32.73688859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753.396180316664,273106.115364791,273859.511545107,0.737551581843191,0.00275103163686382,0.00839454354669465,10,3625,953,3635,High Mix Spores,12.5203705222912,12.5176156996124,6.62459122531765,2.53844741671603,1.42551507427317,8.5,2.14006616349627,0.671406003159558,3.4885025335235,NA,NA,NA,NA
236,2,Low,Mix,No,12,22,8,814,1047,0,0,0,0,0,0.595744681,NA,4.9,21.96,20.41719303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,140207.029156931,140207.029156931,0.562600752283718,0,0,0,1861,814,1861,Low Mix No,11.8508753889659,11.8508753889659,4.3220061323236,3.08922261664133,1.58923520511658,17.06,2.83673654206353,0.776867030965392,3.01637734148563,NA,NA,NA,NA
237,2,High,No,Spores,13,22,8,1783,2056,7,84,23,0,1,1.105263158,0.06,3.44,6.62,20.97229559,1045.2972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8061.33912938831,289756.170949789,297817.510079177,0.52592967366557,0.0270680495825955,0.0449919657204071,107,3846,1867,3953,High No Spores,12.6042361956203,12.5767950584723,8.99483496678551,1.89009536994892,1.23547147138531,3.18,1.15688119679209,0.48036253776435,3.04320230911792,6.95205652587823,NA,NA,NA
239,2,High,Mix,No,15,22,8,1386,1893,0,0,0,0,0,0.442307692,NA,4.38,12.36,21.04152628,1027.536107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,247038.607525834,247038.607525834,0.577310155535224,0,0,0,3279,1386,3279,High Mix No,12.4172999091682,12.4172999091682,4.3220061323236,2.51446545202954,1.47704872438835,7.98,2.07693841146172,0.645631067961165,3.04649792706357,6.93491908638558,NA,NA,NA
240,2,Low,Mix,Spores,16,22,8,118,749,0,3,2,0,0,1.271186441,NA,1.94,3.34,9.902435675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.698090158332,65319.4488334548,65696.1469236131,0.861238532110092,0.00573394495412844,0.0247933884297521,5,867,121,872,Low Mix Spores,11.0927955562326,11.0870451091041,5.9314440447577,1.20597080698861,0.662687973075237,1.4,0.336472236621213,0.419161676646707,2.29278075465845,NA,NA,NA,NA
241,3,Low,No,No,17,22,8,249,869,1,0,0,0,0,0.977011494,NA,8.19,28.88,16.72155845,703.1056,1.402,0.038695392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,84305.0325774347,84305.0325774347,0.776586237712243,0,0,0,1119,249,1119,Low No No,11.3421968406355,11.3421968406355,4.3220061323236,3.36314931402463,2.10291389786498,20.69,3.02965049175745,0.716412742382271,2.81669881204495,6.55550709390103,NA,NA,NA
242,3,High,No,Spores,18,22,8,1099,2162,0,81,5,0,0,0.893617021,0.222222222,3.46,4.66,21.48780395,1032.7388,1.352,0.029694743,1.344,0.026465911,NA,NA,NA,NA,NA,NA,NA,NA,NA,6479.20715072331,245682.494401264,252161.701551987,0.647445473558411,0.0256946519270989,0.0686440677966102,86,3261,1180,3347,High No Spores,12.4378258335349,12.4117953081129,8.77635342857711,1.53901544813755,1.24126858906963,1.2,0.182321556793955,0.257510729613734,3.06748551604231,6.93996958138631,NA,NA,NA
243,3,Low,Mix,No,19,22,8,968,1805,3,0,0,0,2,1.083333333,NA,2.69,13.12,20.66665304,757.6492,1.378,0.025897233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,209142.779655906,209142.779655906,0.65021613832853,0,0,0,2776,968,2776,Low Mix No,12.2507724539503,12.2507724539503,4.3220061323236,2.57413778351594,0.989541193613748,10.43,2.34468626901268,0.794969512195122,3.02852143702193,6.63022048168509,NA,NA,NA
246,3,High,No,No,22,22,8,387,769,1,0,0,0,0,0.87037037,NA,5.9,10.26,22.20184822,854.6156,1.376,0.02887521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,87167.938062638,87167.938062638,0.664649956784788,0,0,0,1157,387,1157,High No No,11.3755918595173,11.3755918595173,4.3220061323236,2.32825283974262,1.77495235091167,4.36,1.47247205736094,0.42495126705653,3.10017553856604,6.75065177719731,NA,NA,NA
247,3,Low,Mix,Spores,23,22,8,676,1268,0,13,1,0,0,1.271186441,0.4,3.97,15.47,23.52283012,788.4313744,1.324,0.019043809,1.352,0.059531504,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.75465244333,146460.21745356,147514.972106003,0.648110316649642,0.00715015321756895,0.0188679245283019,14,1944,689,1958,Low Mix Spores,11.9016849554141,11.894509117344,6.96106346193886,2.73890266458497,1.3787660946991,11.5,2.4423470353692,0.743374272786038,3.15797144402286,6.67004536951467,NA,NA,NA
248,3,High,Mix,No,24,22,8,149,505,0,0,0,0,0,1.421686747,NA,5.5,21.88,16.02536529,709.166,1.394,0.023103631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,49272.1101927098,49272.1101927098,0.77217125382263,0,0,0,654,149,654,High Mix No,10.8051134837808,10.8051134837808,4.3220061323236,3.08557297755378,1.70474809223843,16.38,2.79606107842492,0.748628884826325,2.77417279755473,6.56408963170847,NA,NA,NA
249,4,Low,No,Spores,25,22,8,296,742,0,14,0,0,1,0.642857143,0,2.14,4.25,10.79499101,684.9244,1.362,0.015902481,1.306,0.025655842,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.75465244333,78202.5235168697,79257.2781693131,0.70532319391635,0.0133079847908745,0.0451612903225806,14,1038,310,1052,Low No Spores,11.2804545256213,11.2670571960494,6.96106346193886,1.44691898293633,0.76080582903376,2.11,0.746687947487975,0.496470588235294,2.37908223117346,6.52930846720806,NA,NA,NA
250,4,High,No,No,26,22,8,1413,1832,0,0,0,0,0,0.6,NA,2.83,6.27,19.2207134,929.6476,1.398,0.042421169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,244477.060512758,244477.060512758,0.564560862865948,0,0,0,3245,1413,3245,High No No,12.4068767614618,12.4068767614618,4.3220061323236,1.83577635464483,1.04027671165515,3.44,1.23547147138531,0.548644338118022,2.95598852043915,6.834805589606,NA,NA,NA
251,4,Low,Mix,No,27,22,8,504,1380,0,0,0,0,0,1.113207547,NA,1.25,2.86,18.89939347,715.2264,1.346,0.017900962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,141939.84037166,141939.84037166,0.732484076433121,0,0,0,1884,504,1884,Low Mix No,11.8631585874599,11.8631585874599,4.3220061323236,1.05082162483176,0.22314355131421,1.61,0.476234178996372,0.562937062937063,2.93912983001626,6.57259913592972,NA,NA,NA
252,4,High,Mix,Spores,28,22,8,381,1350,0,17,0,0,0,0.869565217,0.444444444,3.96,5.44,17.81047596,975.8236,1.334,0.026674999,1.462222222,0.022222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280.77350653833,130412.878812815,131693.652319353,0.772311212814645,0.0097254004576659,0.042713567839196,17,1731,398,1748,High Mix Spores,11.7882336885391,11.7784606874998,7.15521947637982,1.69377906086785,1.37624402526639,1.48,0.392042087776024,0.272058823529412,2.87978682125667,6.88328183237315,NA,NA,NA
253,4,Low,No,No,29,22,8,639,897,0,0,0,0,0,0.641791045,NA,2.29,3.96,8.295836067,697.0452,1.38,0.033199732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,115721.65329664,115721.65329664,0.583984375,0,0,0,1536,639,1536,Low No No,11.6589430460312,11.6589430460312,4.3220061323236,1.37624402526639,0.828551817566148,1.67,0.512823626428664,0.421717171717172,2.115753710245,6.54685025801227,NA,NA,NA
254,4,Low,Mix,Spores,30,22,8,557,1084,0,26,2,0,0,0.93877551,0,1.54,3.79,8.706411523,666.7432,1.292,0.028158283,1.365714286,0.057522548,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109.50930488666,123632.313189965,125741.822494851,0.650689035350509,0.0167765128819652,0.0445969125214408,28,1641,583,1669,Low Mix Spores,11.7419860559854,11.7250672234137,7.6542106424988,1.33236601909433,0.431782416425538,2.25,0.810930216216329,0.593667546174143,2.16405971090798,6.50240496428496,NA,NA,NA
255,4,High,No,Spores,31,22,8,222,825,0,12,0,0,0,0.914893617,0.5,18.66,62.66,41.24897912,909.1592,1.362,0.031756014,1.34,0.030258149,NA,NA,NA,NA,NA,NA,NA,NA,NA,904.075416379997,78880.5800791547,79784.6554955347,0.779036827195467,0.0113314447592068,0.0512820512820513,12,1047,234,1059,High No Spores,11.287086477925,11.2756903431941,6.8069127821116,4.13772328552405,2.9263821954192,44,3.78418963391826,0.702202361953399,3.71962636386838,6.81252021635645,NA,NA,NA
256,4,High,Mix,No,32,22,8,170,940,0,0,0,0,0,0.637931034,NA,5.77,8.53,20.16682205,859.735,1.316,0.027936436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,83626.9760151497,83626.9760151497,0.846846846846847,0,0,0,1110,170,1110,High Mix No,11.33412142663,11.33412142663,4.3220061323236,2.14358936150359,1.75267208052001,2.76,1.01523067972906,0.323563892145369,3.00403878129768,6.75662420222793,NA,NA,NA
257,1,Low,Mix,Spores,1,26,9,496,1984,0,134,67,0,0,0.9,1.163265306,2.35,4.36,8.709207159,NA,1.376,0.016,1.404,0.024184476,NA,NA,NA,NA,NA,NA,NA,NA,NA,15143.263224365,186842.252718533,201985.515942898,0.765013054830287,0.0749720253636703,0.212698412698413,201,2480,630,2681,Low Mix Spores,12.2159512705596,12.1380199714826,9.62531104038267,1.47247205736094,0.854415328156068,2.01,0.698134722070984,0.461009174311927,2.16438076020001,NA,NA,NA,NA
258,1,High,Mix,No,2,26,9,419,1832,1,0,0,0,0,0.642857143,NA,3.31,4.08,18.96081389,1093.9173,1.326,0.032255921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,169664.819807313,169664.819807313,0.813499111900533,0,0,0,2252,419,2252,High Mix No,12.0415801215832,12.0415801215832,4.3220061323236,1.40609698841607,1.19694818938897,0.77,-0.261364764134408,0.188725490196078,2.94237442259332,6.99752038597464,NA,NA,NA
260,1,High,No,No,4,26,9,1091,1904,0,0,0,0,0,0.25,NA,2.83,3.96,22.19052362,950.6482,1.372,0.017938165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,225642.156004841,225642.156004841,0.635726210350584,0,0,0,2995,1091,2995,High No No,12.3267056428731,12.3267056428731,4.3220061323236,1.37624402526639,1.04027671165515,1.13,0.122217632724249,0.285353535353535,3.09966533378191,6.85714406771247,NA,NA,NA
261,1,Low,Mix,No,5,26,9,1398,2411,1,0,0,0,0,0.827586207,NA,1.61,2.52,9.525706811,641.2777,1.356,0.026297444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,287043.944700649,287043.944700649,0.632808398950131,0,0,0,3810,1398,3810,Low Mix No,12.5673906004443,12.5673906004443,4.3220061323236,0.924258901523332,0.476234178996372,0.91,-0.0943106794712414,0.361111111111111,2.25399412413891,6.46346259243311,NA,NA,NA
262,1,High,Mix,Spores,6,26,9,536,1925,0,11,4,0,0,0.575,0.75,4.34,5.82,17.56369227,932.7871,1.356,0.021664102,1.45,0.032732684,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130.094270475,185410.799975931,186540.894246406,0.77907915993538,0.00605815831987076,0.020109689213894,15,2461,547,2476,High Mix Spores,12.1364057661281,12.1303291827147,7.03005633342581,1.76130026174335,1.46787434811231,1.48,0.392042087776024,0.254295532646048,2.86583383204952,6.83817698616956,NA,NA,NA
263,1,Low,No,No,7,26,9,476,922,84,0,0,0,0,1.06626506,NA,1.76,2.75,9.689006741,682.4734,1.304,0.025086517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,111653.31392293,111653.31392293,0.622132253711201,0,0,0,1482,476,1482,Low No No,11.6231539381796,11.6231539381796,4.3220061323236,1.01160091167848,0.56531380905006,0.99,-0.0100503358535015,0.36,2.27099191714006,6.52572355194062,NA,NA,NA
264,1,High,No,Spores,8,26,9,101,339,0,4,5,0,0,1,0.5,2.39,4.43,20.84783531,859.735,1.38,0.031552426,1.355,0.062915287,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.056562284998,33149.4319339332,33827.4884962182,0.766146993318486,0.0200445434298441,0.0380952380952381,9,440,105,449,High No Spores,10.4290290200659,10.4087808592359,6.51923070965982,1.48839958405704,0.871293365943419,2.04,0.712949807856125,0.460496613995485,3.03725012079258,6.75662420222793,NA,NA,NA
266,2,Low,No,Spores,10,26,9,101,551,0,22,16,0,0,1.094594595,1.19047619,15.17,63.73,51.46500432,843.4816,1.37,0.027688746,1.324,0.033704599,NA,NA,NA,NA,NA,NA,NA,NA,NA,2862.90548520332,49121.4309566465,51984.3364418498,0.821739130434783,0.0550724637681159,0.178861788617886,38,652,123,690,Low No Spores,10.8586977299149,10.8020506942503,7.95959229204999,4.1546554093262,2.71931979336044,48.56,3.88280014675124,0.761964537894241,3.94090204891906,6.73753808787732,NA,NA,NA
267,2,High,Mix,Spores,11,26,9,1256,2487,4,92,62,0,0,0.534883721,0.318181818,4.04,10.33,39.3014513,NA,1.384,0.021249837,1.386,0.026339662,NA,NA,NA,NA,NA,NA,NA,NA,NA,11602.3011768766,282297.548764654,293899.849941531,0.653422199436042,0.0394770571648295,0.0682492581602374,154,3747,1348,3901,High Mix Spores,12.5909943418303,12.5507169311173,9.35895873473723,2.33505228313155,1.39624469197306,6.29,1.83896107071235,0.60890609874153,3.67126144694655,NA,NA,NA,NA
268,2,Low,Mix,No,12,26,9,358,1358,162,0,0,0,0,0.902439024,NA,4.35,23.63,30.82896579,800.1754,1.316,0.0329039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,141487.80266347,141487.80266347,0.723109691160809,0,0,0,1878,358,1878,Low Mix No,11.8599687920918,11.8599687920918,4.3220061323236,3.16251709119882,1.47017584510059,19.28,2.9590682891824,0.815911976301312,3.4284546957629,6.68483095363616,NA,NA,NA
269,2,High,No,Spores,13,26,9,580,1405,0,32,17,0,1,1.625,0.625,2.76,5.42,24.76566287,NA,1.434,0.038649421,1.38,0.034512478,NA,NA,NA,NA,NA,NA,NA,NA,NA,3691.64128355165,149549.141792858,153240.78307641,0.699115044247788,0.0240904621435595,0.0522875816993464,49,1985,612,2034,High No Spores,11.9397657089321,11.9153803254449,8.21382643043423,1.69009581545155,1.01523067972906,2.66,0.978326122793608,0.490774907749078,3.20945813208619,NA,NA,NA,NA
271,2,High,Mix,No,15,26,9,500,2033,0,0,0,0,1,1.088050314,NA,5.44,22.4,30.68762628,825.6205,1.346,0.032530328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,190835.252474211,190835.252474211,0.80260560600079,0,0,0,2533,500,2533,High Mix No,12.1591657823253,12.1591657823253,4.3220061323236,3.10906095886099,1.69377906086785,16.96,2.83085763036376,0.757142857142857,3.42385952057682,6.71613522484538,NA,NA,NA
